1617,305
1618,977
1619,476
1620,136
1621,324
1622,204
1623,218
1624,177
1625,439
1626,107
1627,760
1628,354
1629,473
1630,898
1631,630
1632,440
1633,881
1634,342
1635,896
1636,961
1637,198
1638,443
1639,604
1640,196
1641,582
1642,684
1643,264
1644,292
1645,401
1646,670
1647,360
1648,355
1649,883
1650,542
1651,561
1652,308
1653,606
1654,727
1655,807
1656,959
1657,781
1658,525
1659,658
1660,883
1661,357
1662,252
1663,665
1664,458
1665,570
1666,703
1667,727
1668,647
1669,696
1670,885
1671,643
1672,694
1673,895
1674,863
1675,851
1676,367
1677,131
1678,593
1679,923
1680,350
1681,229
1682,877
1683,135
1684,618
1685,513
1686,728
1687,680
1688,610
1689,819
1690,751
1691,888
1692,706
1693,632
1694,245
1695,429
1696,380
1697,458
1698,897
1699,578
1700,330
1701,748
1702,721
1703,789
1704,470
1705,610
1706,949
1707,815
1708,489
1709,124
1710,699
1711,986
1712,369
1713,715
1714,704
1715,503
1716,780
1717,233
1718,823
1719,425
1720,818
1721,524
1722,509
1723,848
1724,310
1725,630
1726,179
1727,807
1728,221
1729,186
1730,768
1731,807
1732,813
1733,365
1734,327
1735,809
1736,928
1737,880
1738,274
1739,493
1740,849
1741,348
1742,215
1743,106
1744,374
1745,712
1746,332
1747,756
1748,763
1749,757
1750,577
1751,975
1752,911
1753,600
1754,646
1755,376
1756,906
1757,109
1758,779
1759,652
1760,690
1761,610
1762,123
1763,337
1764,131
1765,569
1766,468
1767,863
1768,658
1769,975
1770,269
1771,157
1772,615
1773,302
1774,192
1775,537
1776,475
1777,287
1778,154
1779,994
1780,778
1781,658
1782,993
1783,970
1784,807
1785,901
1786,579
1787,923
1788,864
1789,657
1790,770
1791,104
1792,342
1793,687
1794,304
1795,920
1796,401
1797,311
1798,255
1799,369
1800,267
1801,704
1802,287
1803,708
1804,296
1805,100
1806,626
1807,153
1808,724
1809,835
1810,832
1811,135
1812,909
1813,241
1814,998
1815,148
1816,860
1817,197
1818,629
1819,216
1820,597
1821,143
1822,737
1823,358
1824,484
1825,434
1826,742
1827,916
1828,603
1829,482
1830,742
1831,164
1832,615
1833,788
1834,479
1835,893
1836,494
1837,402
1838,739
1839,798
1840,546
1841,592
1842,901
1843,220
1844,271
1845,903
1846,693
1847,519
1848,859
1849,160
1850,934
1851,109
1852,990
1853,495
1854,182
1855,760
1856,924
1857,382
1858,213
1859,344
1860,986
1861,491
1862,905
1863,731
1864,346
1865,341
1866,416
1867,330
1868,325
1869,300
1870,385
1871,432
1872,757
1873,417
1874,467
1875,133
1876,267
1877,276
1878,707
1879,520
1880,987
1881,287
1882,526
1883,858
1884,509
1885,425
1886,447
1887,835
1888,260
1889,177
1890,161
1891,510
1892,625
1893,103
1894,971
1895,569
1896,392
1897,558
1898,178
1899,542
1900,106
1901,367
1902,226
1903,970
1904,278
1905,800
1906,219
1907,446
1908,833
1909,209
1910,855
1911,237
1912,601
1913,361
1914,956
1915,192
1916,208
1917,749
1918,382
1919,921
1920,979
1921,654
1922,214
1923,760
1924,805
1925,754
1926,927
1927,670
1928,316
1929,956
1930,998
1931,393
1932,635
1933,609
1934,209
1935,436
1936,600
1937,818
1938,520
1939,702
1940,207
1941,673
1942,258
1943,206
1944,357
1945,932
1946,463
1947,524
1948,841
1949,774
1950,262
1951,815
1952,149
1953,472
1954,901
1955,668
1956,563
1957,832
1958,985
1959,670
1960,701
1961,199
1962,269
1963,398
1964,218
1965,970
1966,992
1967,833
1968,161
1969,215
1970,809
1971,363
1972,195
1973,137
1974,658
1975,505
1976,721
1977,537
1978,463
1979,132
1980,727
1981,924
1982,671
1983,142
1984,458
1985,548
1986,958
1987,677
1988,276
1989,374
1990,529
1991,533
1992,287
1993,614
1994,577
1995,463
1996,819
1997,842
1998,305
1999,355
2000,315
